"Season","League","Player","Team","Age","Position","Goal-Scoring","Attack","Possession","Defense","Physical","Goalkeeping","PosRank","Grade"
"2025/26","Liga 3","Vasco Braga","Fafe",32,"MF",56.56,67.92,74.26,44.67,47.21,0,8,"A"
"2025/26","Liga 3","Mica","Sporting Covilhã",32,"MF",26.02,41.45,67.21,27.19,47.05,0,50,"D"
"2025/26","Liga 3","Tiago Morgado","CF Os Belenenses",32,"MF",42.21,34.07,62.62,58.61,52.46,0,27,"C"
"2025/26","Liga 3","R. Pinto","Mafra",33,"MF",40.37,47.78,60.49,59.7,38.52,0,18,"B"
"2025/26","Liga 3","João Oliveira","Fafe",34,"MF",81.56,82.32,57.21,38.8,74.92,0,11,"A"
"2025/26","Liga 3","Mauro Antunes","Amora",34,"MF",67.42,72.37,58.69,30.19,58.36,0,23,"C"
"2025/26","Liga 3","Ricardo Dias","Atlético CP",35,"MF",47.13,32.44,67.87,63.8,30.82,0,21,"B"
"2025/26","Liga 3","Marcos Paulo","Académica",37,"MF",91.39,63.82,31.48,33.88,53.28,0,53,"D"
"2025/26","Liga 3","Vasco Rocha","Paredes",37,"MF",37.3,44.5,54.59,70.9,42.62,0,15,"B"
"2025/26","Liga 3","Fábio Pacheco","AD Marco 09",37,"MF",26.64,19.32,29.02,84.84,27.87,0,46,"D"
"2025/26","Liga 3","Duarte Duarte","AD Marco 09",38,"MF",60.04,69.67,14.75,27.32,65.25,0,58,"E"
"2025/26","Liga 3","João Aragão","Sporting Braga II",17,"AM & W",12.7,38.1,30.95,45.63,61.9,0,59,"E"
"2025/26","Liga 3","Zeega","Vitória Guimarães II",17,"AM & W",40.48,34.13,62.7,70.9,46.98,0,22,"C"
"2025/26","Liga 3","S. Iheanacho","Mafra",20,"AM & W",90.87,56.92,27.78,33.99,32.86,0,56,"E"
"2025/26","Liga 3","A. Duarte","Sporting Braga II",20,"AM & W",29.76,40.48,38.25,24.87,44.13,0,61,"F"
"2025/26","Liga 3","Rodrigo Duarte","Vitória Guimarães II",20,"AM & W",45.24,58.62,76.83,38.89,55.4,0,14,"B"
"2025/26","Liga 3","Dedé","1º Dezembro",20,"AM & W",68.85,50.23,33.02,56.88,40.48,0,43,"D"
"2025/26","Liga 3","Guilherme  Paula","Vitória Guimarães II",21,"AM & W",68.06,58.96,30,38.89,33.97,0,51,"D"
"2025/26","Liga 3","Vasconcelos","Sporting Braga II",21,"AM & W",58.33,51.25,48.25,45.9,50,0,36,"D"
"2025/26","Liga 3","R. Coelho Fernandes","Académica",21,"AM & W",79.96,58.16,60.16,56.08,37.94,0,15,"B"
"2025/26","Liga 3","M. Tepe","Vitória Guimarães II",21,"AM & W",60.71,52.95,31.11,85.98,75.4,0,18,"B"
"2025/26","Liga 3","Rodrigo Mordomo","Sporting Braga II",21,"AM & W",68.25,53.06,41.75,68.65,53.02,0,21,"C"
"2025/26","Liga 3","Miguel Nogueira","Vitória Guimarães II",21,"AM & W",95.44,71.43,51.11,49.34,51.59,0,13,"B"
"2025/26","Liga 3","Tim","AD Marco 09",21,"AM & W",51.19,47.62,69.21,40.08,56.83,0,25,"C"
"2025/26","Liga 3","Daniel Carvalho","Vitória Guimarães II",22,"AM & W",28.77,45.24,60.79,35.05,45.71,0,46,"D"
"2025/26","Liga 3","M. Moreno","Paredes",22,"AM & W",51.19,68.71,47.46,64.02,69.52,0,9,"B"
"2025/26","Liga 3","G. Águas","União Santarém",22,"AM & W",25.79,48.53,60.16,60.05,62.06,0,20,"C"
"2025/26","Liga 3","Kiko Félix","Sanjoanense",22,"AM & W",29.56,36.28,59.21,33.73,30.16,0,54,"E"
"2025/26","Liga 3","B. Souza","Académica",22,"AM & W",61.11,59.18,42.7,77.65,75.87,0,11,"B"
"2025/26","Liga 3","Tomás Rocha","Sanjoanense",22,"AM & W",46.23,40.25,21.9,40.21,53.17,0,62,"F"
"2025/26","Liga 3","Daniel Silva","Varzim",22,"AM & W",20.24,48.3,47.14,57.14,82.38,0,33,"C"
"2025/26","Liga 3","Diogo Sequeira","Varzim",22,"AM & W",35.91,38.1,67.78,39.95,52.38,0,40,"D"
"2025/26","Liga 3","Miguel Rebelo","Varzim",22,"AM & W",63.89,30.84,48.57,60.32,32.7,0,49,"D"
"2025/26","Liga 3","Mauro Ribeiro","AD Marco 09",23,"AM & W",44.84,42.4,41.9,33.07,44.76,0,58,"E"
"2025/26","Liga 3","David Rebelo","CF Os Belenenses",23,"AM & W",62.3,54.88,63.02,24.07,26.19,0,38,"D"
"2025/26","Liga 3","João Couto","Sanjoanense",23,"AM & W",69.05,64.06,39.84,46.56,64.44,0,27,"C"
"2025/26","Liga 3","Carlos Daniel","Fafe",23,"AM & W",44.05,45.69,43.65,35.98,45.4,0,55,"E"
"2025/26","Liga 3","Juan Herrera","Atlético CP",23,"AM & W",68.25,45.58,49.37,78.7,42.7,0,17,"B"
"2025/26","Liga 3","Afonso Valente","CF Os Belenenses",24,"AM & W",44.05,33.9,66.67,38.49,28.57,0,48,"D"
"2025/26","Liga 3","Yuk Jinyoung","Paredes",24,"AM & W",92.06,75.62,30.16,76.06,76.51,0,6,"A"
"2025/26","Liga 3","Franco Almara","Lusitano Évora 1911",24,"AM & W",47.02,67.23,63.33,50.79,78.57,0,8,"B"
"2025/26","Liga 3","Lénio Neves","Mafra",25,"AM & W",19.44,22.22,75.87,66.01,26.83,0,28,"C"
"2025/26","Liga 3","Afonso","CF Os Belenenses",25,"AM & W",70.83,59.41,60.16,66.93,41.75,0,7,"A"
"2025/26","Liga 3","Jailson Gomes","Sporting Covilhã",25,"AM & W",39.29,23.36,51.43,70.63,50.16,0,47,"D"
"2025/26","Liga 3","Miguel Velosa","Caldas",25,"AM & W",86.11,80.95,32.22,28.7,59.37,0,32,"C"
"2025/26","Liga 3","Bruno Ventura","União Santarém",25,"AM & W",78.97,53.06,57.78,32.8,25.56,0,37,"D"
"2025/26","Liga 3","Zé Gata","Caldas",25,"AM & W",71.83,70.63,26.35,50.79,67.46,0,29,"C"
"2025/26","Liga 3","Picas","Fafe",25,"AM & W",81.15,79.25,61.59,51.98,79.05,0,2,"A"
"2025/26","Liga 3","Á. Gomes","Varzim",25,"AM & W",24.21,52.61,31.43,54.89,66.67,0,45,"D"
"2025/26","Liga 3","Ricardo Isabelinha","1º Dezembro",26,"AM & W",26.19,62.13,38.1,38.23,59.52,0,39,"D"
"2025/26","Liga 3","Filipe Garcia","Sporting Covilhã",26,"AM & W",6.35,25.74,63.33,58.86,44.13,0,44,"D"
"2025/26","Liga 3","Tomás Castro","União Santarém",26,"AM & W",73.81,40.25,56.83,64.55,28.57,0,23,"C"
"2025/26","Liga 3","A. Katty","Amora",26,"AM & W",44.84,53.29,47.14,52.65,50.48,0,30,"C"
"2025/26","Liga 3","T. Castro","União Santarém",26,"AM & W",77.38,37.53,60.48,62.57,27.94,0,24,"C"
"2025/26","Liga 3","F. Cruz","Sporting Covilhã",26,"AM & W",15.48,35.37,49.37,61.77,58.1,0,41,"D"
"2025/26","Liga 3","E. Ayiah","União Santarém",26,"AM & W",46.43,43.42,27.94,49.74,39.84,0,57,"E"
"2025/26","Liga 3","Diogo Leitão","CF Os Belenenses",27,"AM & W",75.79,48.3,23.97,25.26,16.67,0,63,"F"
"2025/26","Liga 3","Nuninho","Trofense",27,"AM & W",49.21,68.82,47.46,68.78,62.7,0,5,"A"
"2025/26","Liga 3","Dino Semedo","Amora",27,"AM & W",34.52,52.95,56.35,83.47,82.38,0,4,"A"
"2025/26","Liga 3","Hircane Graça","Varzim",27,"AM & W",20.04,15.76,88.57,62.57,35.08,0,26,"C"
"2025/26","Liga 3","Midana Sambú","CF Os Belenenses",27,"AM & W",74.8,70.75,46.19,26.98,45.71,0,34,"C"
"2025/26","Liga 3","Erik","Paredes",27,"AM & W",69.64,49.55,56.03,25.66,19.21,0,50,"D"
"2025/26","Liga 3","Valter Zacarias","Paredes",28,"AM & W",18.65,54.76,33.02,36.51,72.38,0,53,"E"
"2025/26","Liga 3","Marculino Ninte","Mafra",28,"AM & W",82.94,62.02,31.11,56.35,41.11,0,31,"C"
"2025/26","Liga 3","S. Davou","Lusitano Évora 1911",29,"AM & W",36.31,58.28,65.24,56.75,70.16,0,10,"B"
"2025/26","Liga 3","Joãozinho","Varzim",29,"AM & W",47.22,55.1,66.51,53.04,66.35,0,16,"B"
"2025/26","Liga 3","Miguel Lopes","Amora",30,"AM & W",64.88,70.63,83.17,20.11,47.14,0,12,"B"
"2025/26","Liga 3","Ednilson Furtado","Amora",30,"AM & W",37.7,47.96,33.17,60.19,56.51,0,42,"D"
"2025/26","Liga 3","Nuno Pereira","São João Ver",30,"AM & W",79.37,85.37,63.65,58.6,58.25,0,1,"S"
"2025/26","Liga 3","Pepo","Caldas",31,"AM & W",9.52,25.51,79.52,50.79,34.13,0,35,"C"
"2025/26","Liga 3","Caleb","Atlético CP",33,"AM & W",44.25,53.4,89.84,54.63,43.49,0,3,"A"
"2025/26","Liga 3","Vítor Gonçalves","Mafra",33,"AM & W",36.71,34.47,55.71,41.67,39.68,0,52,"E"
"2025/26","Liga 3","Ivandro","Trofense",35,"AM & W",36.11,48.75,24.76,30.56,62.38,0,60,"F"
"2025/26","Liga 3","Candeias","Académica",38,"AM & W",15.87,41.72,60.95,69.05,69.68,0,19,"C"
"2025/26","Liga 3","Miguel Vaz","Vitória Guimarães II",20,"CF",56.1,42.19,38.84,32.95,29.53,0,37,"E"
"2025/26","Liga 3","Manu","União Santarém",20,"CF",49.42,65.78,49.53,46.12,63.72,0,13,"B"
"2025/26","Liga 3","F. Azevedo","Vitória Guimarães II",20,"CF",8.43,15.95,24.42,56.01,34.65,0,42,"F"
"2025/26","Liga 3","Fernando Silva","Vitória Guimarães II",20,"CF",8.43,15.95,24.42,56.01,34.65,0,43,"F"
"2025/26","Liga 3","Caio Santana","Atlético CP",21,"CF",46.8,68.77,69.77,73.64,71.63,0,2,"A"
"2025/26","Liga 3","Cuba","Académica",22,"CF",85.17,61.3,50.47,24.03,38.6,0,25,"C"
"2025/26","Liga 3","T. Wander","Sanjoanense",22,"CF",58.72,56.98,53.02,63.76,62.56,0,12,"B"
"2025/26","Liga 3","Éberth","União Santarém",22,"CF",44.77,31.89,49.53,61.24,33.26,0,33,"D"
"2025/26","Liga 3","Pedro Clemente","Varzim",22,"CF",53.2,41.86,36.51,33.53,28.84,0,38,"E"
"2025/26","Liga 3","Balelo","Paredes",23,"CF",84.01,56.15,34.88,25,50.7,0,34,"D"
"2025/26","Liga 3","Yan Said","Sporting Braga II",23,"CF",12.5,25.25,47.91,51.74,37.67,0,39,"E"
"2025/26","Liga 3","C. Niang","Sporting Covilhã",23,"CF",43.02,59.3,36.51,37.79,74.88,0,28,"C"
"2025/26","Liga 3","Rodrigo Freitas","Varzim",23,"CF",76.45,60.8,70.7,53.1,59.07,0,10,"B"
"2025/26","Liga 3","Pedro Marques","São João Ver",23,"CF",46.51,56.15,60.23,87.21,80.93,0,4,"A"
"2025/26","Liga 3","André Liberal","Sporting Covilhã",23,"CF",44.19,33.89,34.42,44.57,38.84,0,41,"E"
"2025/26","Liga 3","Diogo Cardoso","1º Dezembro",24,"CF",66.86,44.19,50.47,73.26,44.65,0,18,"C"
"2025/26","Liga 3","Nicolás Souza","Atlético CP",24,"CF",86.92,69.6,45.35,63.37,58.14,0,9,"B"
"2025/26","Liga 3","M. Niang","Mafra",24,"CF",78.49,56.81,43.02,38.57,41.4,0,27,"C"
"2025/26","Liga 3","A. Idache","Amarante",24,"CF",57.27,63.79,24.88,25.78,46.05,0,31,"D"
"2025/26","Liga 3","Isnaba Graça","Lusitano Évora 1911",24,"CF",86.05,53.32,24.65,37.21,32.33,0,35,"D"
"2025/26","Liga 3","Kibe","AD Marco 09",25,"CF",54.94,60.47,71.86,33.91,48.84,0,14,"B"
"2025/26","Liga 3","Théo Fonseca","Fafe",25,"CF",29.65,34.55,64.65,49.42,50.23,0,29,"D"
"2025/26","Liga 3","Edney Ribeiro","Amora",25,"CF",63.37,76.08,43.02,61.24,71.63,0,5,"A"
"2025/26","Liga 3","Erick Teixeira Lima","São João Ver",25,"CF",34.3,50.17,46.51,57.56,51.4,0,23,"C"
"2025/26","Liga 3","Nuno Barbosa","Académica",25,"CF",63.37,45.51,64.19,60.27,34.65,0,16,"C"
"2025/26","Liga 3","Gonçalo Chaves","Caldas",26,"CF",68.02,69.44,53.72,62.98,64.42,0,6,"A"
"2025/26","Liga 3","M. Diarra","Trofense",26,"CF",73.84,70.27,55.12,67.44,69.07,0,3,"A"
"2025/26","Liga 3","J. Saint-Louis","Amarante",26,"CF",48.84,71.1,54.19,42.25,66.28,0,11,"B"
"2025/26","Liga 3","Rúben Fonseca","Paredes",26,"CF",47.38,42.03,73.02,54.46,37.44,0,19,"C"
"2025/26","Liga 3","João Santos","Fafe",26,"CF",74.71,80.9,80.47,59.5,75.81,0,1,"S"
"2025/26","Liga 3","Eduardo","CF Os Belenenses",27,"CF",89.24,64.29,37.21,30.62,38.6,0,26,"C"
"2025/26","Liga 3","João Oliveira","Amora",27,"CF",49.42,48.34,33.02,28.88,45.58,0,36,"E"
"2025/26","Liga 3","K. Hachadi","Trofense",27,"CF",15.99,17.61,37.67,74.81,41.63,0,40,"E"
"2025/26","Liga 3","Roger","Amarante",27,"CF",25.29,36.88,85.81,54.65,53.26,0,17,"C"
"2025/26","Liga 3","C. Triana","Académica",28,"CF",51.45,49.5,52.09,74.81,50.23,0,15,"C"
"2025/26","Liga 3","F. Cezar","Sanjoanense",29,"CF",69.19,64.95,26.74,53.29,48.6,0,20,"C"
"2025/26","Liga 3","Dida","Lusitano Évora 1911",29,"CF",39.53,43.02,63.49,27.52,34.19,0,32,"D"
"2025/26","Liga 3","João Tarzan","Caldas",31,"CF",23.26,53.65,83.72,62.21,78.14,0,7,"B"
"2025/26","Liga 3","Ká Semedo","Fafe",31,"CF",53.78,53.49,53.95,46.12,53.26,0,22,"C"
"2025/26","Liga 3","Léo Cá","São João Ver",31,"CF",35.17,69.27,79.77,32.17,74.65,0,8,"B"
"2025/26","Liga 3","Wilson Eduardo","CF Os Belenenses",35,"CF",64.53,44.68,46.51,44.38,34.19,0,30,"D"
"2025/26","Liga 3","Harramiz","1º Dezembro",35,"CF",11.92,41.86,55.35,68.8,63.02,0,21,"C"
"2025/26","Liga 3","Hugo Firmino","São João Ver",37,"CF",19.48,32.06,68.37,67.83,52.79,0,24,"C"
"2025/26","Liga 3","Gui","Vitória Guimarães II",19,"GK",0,0,0,0,0,65,4,"A"
"2025/26","Liga 3","José Cardoso","Vitória Guimarães II",19,"GK",0,0,0,0,0,62.67,8,"B"
"2025/26","Liga 3","João Carvalho","Sporting Braga II",21,"GK",0,0,0,0,0,73.33,2,"S"
"2025/26","Liga 3","Duarte Martins","Lusitano Évora 1911",23,"GK",0,0,0,0,0,29.33,24,"F"
"2025/26","Liga 3","Martim Duarte","Amarante",23,"GK",0,0,0,0,0,63.33,7,"A"
"2025/26","Liga 3","João Oliveira","1º Dezembro",23,"GK",0,0,0,0,0,60.67,10,"B"
"2025/26","Liga 3","João Monteiro","Sanjoanense",24,"GK",0,0,0,0,0,49.33,15,"C"
"2025/26","Liga 3","Diogo Figueiredo","São João Ver",24,"GK",0,0,0,0,0,60,11,"B"
"2025/26","Liga 3","Pedro Costa","Varzim",25,"GK",0,0,0,0,0,33.67,21,"E"
"2025/26","Liga 3","Fábio Matos","Paredes",26,"GK",0,0,0,0,0,74.67,1,"S"
"2025/26","Liga 3","Diego","Amora",26,"GK",0,0,0,0,0,42.67,17,"D"
"2025/26","Liga 3","Fábio Duarte","1º Dezembro",27,"GK",0,0,0,0,0,40.67,18,"D"
"2025/26","Liga 3","Tiago Martins","Fafe",27,"GK",0,0,0,0,0,55.67,12,"C"
"2025/26","Liga 3","Fábio Ferreira","Atlético CP",27,"GK",0,0,0,0,0,62.33,9,"B"
"2025/26","Liga 3","Gustavo Galil","Sporting Covilhã",27,"GK",0,0,0,0,0,40,19,"D"
"2025/26","Liga 3","Carlos Alves","Académica",28,"GK",0,0,0,0,0,30,23,"F"
"2025/26","Liga 3","M. Mbaye","Varzim",28,"GK",0,0,0,0,0,64.33,5,"A"
"2025/26","Liga 3","Nuno Silva","Trofense",28,"GK",0,0,0,0,0,54.67,13,"C"
"2025/26","Liga 3","Pedro Silva","Mafra",29,"GK",0,0,0,0,0,27.33,25,"F"
"2025/26","Liga 3","Danny","AD Marco 09",30,"GK",0,0,0,0,0,45.33,16,"D"
"2025/26","Liga 3","Guilherme Oliveira","CF Os Belenenses",30,"GK",0,0,0,0,0,53.33,14,"C"
"2025/26","Liga 3","Wilson Soares","Caldas",32,"GK",0,0,0,0,0,31.67,22,"F"
"2025/26","Liga 3","Luís Ribeiro","Mafra",33,"GK",0,0,0,0,0,34,20,"E"
"2025/26","Liga 3","Emanuel Novo","São João Ver",33,"GK",0,0,0,0,0,64,6,"A"
"2025/26","Liga 3","Nuno Hidalgo","União Santarém",34,"GK",0,0,0,0,0,65.33,3,"A"
"2025/26","Campeonato de Portugal","J. Faria","Vianense",35,"CB",61.02,48.1,61.01,41.03,28.64,0,104,"C"
"2025/26","Campeonato de Portugal","C. Moteiro","Eléctrico",22,"CB",38.83,29.88,32.9,66.12,48.28,0,97,"C"
"2025/26","Campeonato de Portugal","I. Padinha","Samora Correira",19,"CB",32.54,35.71,42.31,63.07,55.03,0,85,"C"
"2025/26","Campeonato de Portugal","Rodrigo Dias","FC Alverca II",19,"CB",29.36,34.4,36.45,36.83,40.77,0,158,"E"
"2025/26","Campeonato de Portugal","Gustavo Nogueira","FC Alverca II",19,"CB",19.82,57.4,38.58,40.98,70.06,0,120,"D"
"2025/26","Campeonato de Portugal","Kauan Guilherme","Gouveia",19,"CB",17.97,43.7,30.77,68.84,55.09,0,69,"C"
"2025/26","Campeonato de Portugal","I. Campbell","Chaves II",19,"CB",32.32,31.07,56.98,45.66,42.07,0,117,"D"
"2025/26","Campeonato de Portugal","Dinis Almeida","Fátima",20,"CB",37.35,40.45,53.85,60.65,60.95,0,60,"C"
"2025/26","Campeonato de Portugal","E. Vintoniv","Lusitânia",20,"CB",40.75,50.38,60.18,82.64,60.77,0,6,"A"
"2025/26","Campeonato de Portugal","Hugo Batista","AR São Martinho",20,"CB",19.01,20.58,50.77,34.86,27.22,0,160,"E"
"2025/26","Campeonato de Portugal","David Matthew","Lusitânia",20,"CB",54.51,75.36,46.92,69.38,82.37,0,11,"A"
"2025/26","Campeonato de Portugal","Francisco Borges","Chaves II",20,"CB",82.99,69.82,67.87,58.93,70.06,0,15,"B"
"2025/26","Campeonato de Portugal","Tiago Lopes","Naval 1º de Maio",20,"CB",33.21,55.62,45.5,27.47,60,0,148,"D"
"2025/26","Campeonato de Portugal","R. Geadas","Fátima",20,"CB",33.73,37.19,42.66,60.8,49.29,0,90,"C"
"2025/26","Campeonato de Portugal","P. Ribeiro Santos","Mirandela",20,"CB",65.46,36.73,35.38,61,22.01,0,98,"C"
"2025/26","Campeonato de Portugal","Diogo Marques","Lagoa",20,"CB",34.17,33.81,42.96,42.55,30.41,0,144,"D"
"2025/26","Campeonato de Portugal","I. Santos","Comércio Indústria",20,"CB",57.99,51.27,36.69,34.02,50.95,0,149,"D"
"2025/26","Campeonato de Portugal","I. Stankov","Lusitânia",21,"CB",17.97,31.78,45.33,68.2,49.47,0,66,"C"
"2025/26","Campeonato de Portugal","D. Ege Sen","Samora Correira",21,"CB",59.32,59,72.37,78.5,54.91,0,3,"S"
"2025/26","Campeonato de Portugal","Pedro Correia","Benfica Castelo Branco",21,"CB",82.54,50.42,46.04,57.74,36.86,0,70,"C"
"2025/26","Campeonato de Portugal","Diogo Aqueu","FC Alverca II",21,"CB",75.44,83.94,53.73,35.06,65.38,0,81,"C"
"2025/26","Campeonato de Portugal","Pedro Alpoim","Anadia",21,"CB",71.97,54.82,47.1,36.88,53.37,0,123,"D"
"2025/26","Campeonato de Portugal","Tiago Aguiar","Moncarapachense",21,"CB",62.06,39.35,26.09,43.34,45.09,0,153,"D"
"2025/26","Campeonato de Portugal","R. Mendes","Monção",21,"CB",34.54,50.38,52.66,61.88,50.53,0,39,"B"
"2025/26","Campeonato de Portugal","Diogo Farinha","Chaves II",21,"CB",64.05,50.89,51.48,62.08,52.54,0,40,"B"
"2025/26","Campeonato de Portugal","João Douglas","FC Alverca II",21,"CB",37.06,64.16,65.09,23.87,62.78,0,121,"D"
"2025/26","Campeonato de Portugal","Manuel Esteves","Oriental Lisboa",21,"CB",21.01,29.75,17.57,39.1,34.32,0,165,"E"
"2025/26","Campeonato de Portugal","João Pimenta","Tirsense",21,"CB",33.06,51.23,47.57,58.04,75.21,0,61,"C"
"2025/26","Campeonato de Portugal","David Castro","Vilaverdense",22,"CB",52.37,76.8,60.24,50.44,74.85,0,28,"B"
"2025/26","Campeonato de Portugal","Vasco Pereira","Vilaverdense",22,"CB",51.48,42.39,49.35,75.35,48.28,0,24,"B"
"2025/26","Campeonato de Portugal","João Araújo","Os Limianos",22,"CB",29.07,42.65,87.1,46.99,55.98,0,47,"C"
"2025/26","Campeonato de Portugal","M. Costa","Portimonense II",22,"CB",61.83,52.16,33.61,29.93,33.08,0,157,"E"
"2025/26","Campeonato de Portugal","T. Silva","Fátima",22,"CB",73.08,67.79,50.53,53.01,60.77,0,45,"C"
"2025/26","Campeonato de Portugal","I. Vasconcellos","FC Serpa",22,"CB",68.93,51.73,57.46,56.31,49.94,0,50,"C"
"2025/26","Campeonato de Portugal","Fabio Melo","Brito",22,"CB",76.7,54.06,37.34,49.41,26.69,0,107,"C"
"2025/26","Campeonato de Portugal","Leandro Maio","Marinhense",22,"CB",41.94,43.32,56.27,49.95,27.22,0,92,"C"
"2025/26","Campeonato de Portugal","A. Toale","Gouveia",22,"CB",17.97,20.96,33.73,54.34,33.02,0,141,"D"
"2025/26","Campeonato de Portugal","Nuno Oliveira","Marialvas",22,"CB",43.05,52.83,70.47,80.87,69.82,0,4,"A"
"2025/26","Campeonato de Portugal","Tiago Silva","Rebordosa",22,"CB",42.53,47.93,36.21,32.1,42.37,0,155,"E"
"2025/26","Campeonato de Portugal","Martim Coxixo","Alcochetense",22,"CB",23.74,32.97,71.72,26.33,47.75,0,147,"D"
"2025/26","Campeonato de Portugal","Vivaldo Silva","Vila Real",22,"CB",30.84,43.32,46.09,65.34,66.09,0,52,"C"
"2025/26","Campeonato de Portugal","Ilunga Kitoko","Tirsense",22,"CB",48.67,54.82,64.26,50.3,45.5,0,54,"C"
"2025/26","Campeonato de Portugal","Nuno Teixeira","Machico",22,"CB",22.41,33.35,51.66,7.84,31.18,0,167,"F"
"2025/26","Campeonato de Portugal","Pedro Pinto","Celoricense",22,"CB",36.32,53.68,58.82,57.74,80.59,0,37,"B"
"2025/26","Campeonato de Portugal","Lucas Almeida","Machico",22,"CB",55.33,38.04,23.67,50.3,23.79,0,143,"D"
"2025/26","Campeonato de Portugal","R. Gomes","Marinhense",22,"CB",75.22,53.3,61.78,64.1,43.67,0,23,"B"
"2025/26","Campeonato de Portugal","Junilson Cá","Anadia",23,"CB",67.01,53.97,41.66,67.55,59.11,0,35,"B"
"2025/26","Campeonato de Portugal","Rafael Tavares","Alcochetense",23,"CB",78.03,74.39,52.96,46.15,67.63,0,55,"C"
"2025/26","Campeonato de Portugal","V. Neto","JD Lajense",23,"CB",55.7,70.54,37.04,53.3,51.07,0,63,"C"
"2025/26","Campeonato de Portugal","A. Mohammed","Camacha",23,"CB",18.49,36.14,58.17,29.04,56.09,0,152,"D"
"2025/26","Campeonato de Portugal","Vasco Djú","Samora Correira",23,"CB",34.84,36.22,45.92,40.53,34.5,0,142,"D"
"2025/26","Campeonato de Portugal","Lourenço Pinto","Uniao Lamas",23,"CB",46.3,37.91,54.5,78.06,46.27,0,20,"B"
"2025/26","Campeonato de Portugal","Fábio Celestino","Benfica Castelo Branco",23,"CB",54.29,56.55,58.22,68.05,66.8,0,17,"B"
"2025/26","Campeonato de Portugal","L. Oliveira","Resende",23,"CB",43.93,41.25,54.2,42.16,32.78,0,116,"D"
"2025/26","Campeonato de Portugal","Matheus Matias","Oliveira Hospital",23,"CB",38.02,63.4,60.06,53.35,74.67,0,36,"B"
"2025/26","Campeonato de Portugal","José Botelho","Mirandela",23,"CB",41.72,44.13,58.46,77.27,51.78,0,14,"A"
"2025/26","Campeonato de Portugal","David Araújo","Uniao Lamas",23,"CB",83.14,70.2,82.49,72.83,58.52,0,2,"S"
"2025/26","Campeonato de Portugal","Gonçalo Zuzarte","Alpendorada",23,"CB",71.08,45.44,46.33,71.84,28.58,0,32,"B"
"2025/26","Campeonato de Portugal","Rodrigo Cunha","Comércio Indústria",23,"CB",78.33,59.17,44.97,46.06,43.96,0,94,"C"
"2025/26","Campeonato de Portugal","Guilherme Couto","Resende",23,"CB",41.12,54.48,69.59,44.23,46.69,0,68,"C"
"2025/26","Campeonato de Portugal","Luiz Neto","Marinhense",23,"CB",22.26,25.23,30.41,67.01,44.91,0,109,"C"
"2025/26","Campeonato de Portugal","R. Santos","FC Serpa",23,"CB",23.67,28.53,42.37,17.06,33.67,0,166,"F"
"2025/26","Campeonato de Portugal","B. Januário Mendonça","Vilaverdense",24,"CB",32.54,40.11,48.4,38.46,32.13,0,140,"D"
"2025/26","Campeonato de Portugal","L. Van Der Gaag","Louletano",24,"CB",41.94,44.17,57.69,45.66,58.4,0,99,"C"
"2025/26","Campeonato de Portugal","L. Oliveira","Portimonense II",24,"CB",26.48,24.13,43.25,41.07,32.84,0,154,"E"
"2025/26","Campeonato de Portugal","Rui Cunha","Aparecida",24,"CB",24.7,37.24,41.3,47.24,45.62,0,126,"D"
"2025/26","Campeonato de Portugal","Afonso Simão","Anadia",24,"CB",52,57.06,58.4,55.28,66.39,0,41,"B"
"2025/26","Campeonato de Portugal","Carlos Silva","Mortágua ",24,"CB",30.92,53.42,66.69,36,54.62,0,101,"C"
"2025/26","Campeonato de Portugal","Guilherme Vinicius","Monção",24,"CB",38.24,35.38,32.19,73.32,54.38,0,64,"C"
"2025/26","Campeonato de Portugal","Richard Santos","Leça",24,"CB",38.02,41.55,49.29,38.71,66.92,0,135,"D"
"2025/26","Campeonato de Portugal","K. Ibouka","Vitória de Sernache",24,"CB",77.74,57.61,61.12,64.74,62.31,0,21,"B"
"2025/26","Campeonato de Portugal","J. Jerrin","Gouveia",24,"CB",33.58,40.24,31.3,65.68,62.07,0,89,"C"
"2025/26","Campeonato de Portugal","G. Tobias","UD da Serra",24,"CB",61.09,46.37,41.78,42.7,33.79,0,125,"D"
"2025/26","Campeonato de Portugal","Pedro Francisco","Samora Correira",24,"CB",37.06,52.58,42.43,72.09,52.43,0,26,"B"
"2025/26","Campeonato de Portugal","Brendo Marins","Marialvas",24,"CB",85.28,75.53,57.93,70.27,65.21,0,8,"A"
"2025/26","Campeonato de Portugal","Rodrigo Luís","Sintrense",24,"CB",38.17,36.18,38.22,48.77,42.49,0,127,"D"
"2025/26","Campeonato de Portugal","André Alves","Beira-Mar",24,"CB",57.1,65.64,53.31,53.01,74.26,0,43,"B"
"2025/26","Campeonato de Portugal","I. Ali","Sintrense",25,"CB",32.03,40.57,39.35,32,32.84,0,159,"E"
"2025/26","Campeonato de Portugal","Neto","Vila Real",25,"CB",33.58,35.04,53.08,65.83,51.42,0,53,"C"
"2025/26","Campeonato de Portugal","Diogo Cordes","Mirandela",25,"CB",23.45,27.94,57.34,59.22,29.59,0,86,"C"
"2025/26","Campeonato de Portugal","E. Gonçalves Pires","Bragança",25,"CB",40.61,42.81,55.03,47.04,39.05,0,102,"C"
"2025/26","Campeonato de Portugal","Luís Ferreira","Uniao Lamas",25,"CB",30.99,40.28,56.51,47.98,47.04,0,100,"C"
